occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index
25-2059,"Special Education Teachers, All Other",25,Educational Instruction and Library,0.0257,0.65,0.3,0.6243000000000001,0.039538461538461536,0.9604615384615385,38000.0,71330.0,5,3.5883333333333334,4.297499999999999,4.247999999999999,3.7366666666666664,3.325
25-2057,"Special Education Teachers, Middle School",25,Educational Instruction and Library,0.134,0.5324675324675325,0.4805194805194805,0.3984675324675325,0.25165853658536586,0.7483414634146341,79070.0,68860.0,4,3.341666666666667,4.0475,2.5479999999999996,3.4866666666666664,3.3049999999999997
25-2051,"Special Education Teachers, Preschool",25,Educational Instruction and Library,0.0058,0.2857142857142857,0.4428571428571428,0.27991428571428567,0.0203,0.9797,21130.0,71970.0,5,3.703333333333333,4.345000000000001,3.2900000000000005,4.0,3.375
25-2058,"Special Education Teachers, Secondary School",25,Educational Instruction and Library,0.0989,0.5,0.4358974358974359,0.4011,0.1978,0.8022,145690.0,70100.0,4,4.078333333333333,4.405,2.498,4.276666666666666,3.96
25-9044,"Teaching Assistants, Postsecondary",25,Educational Instruction and Library,0.1002,0.7272727272727273,0.5454545454545454,0.6270727272727273,0.13777499999999998,0.862225,121290.0,41170.0,5,3.611666666666667,3.8475,1.8039999999999998,3.2866666666666666,3.35
25-3041,Tutors,25,Educational Instruction and Library,0.4077,0.9142857142857144,0.5714285714285714,0.5065857142857144,0.44592187499999997,0.554078125,147100.0,41780.0,3,3.485,4.3725,1.3699999999999999,3.3333333333333335,2.85
27-2011,Actors,27,"Arts, Design, Entertainment, Sports, and Media",0.1011,0.21875,0.1875,0.11765,0.46217142857142857,0.5378285714285714,30100.0,,2,1.705,4.3875,3.364,3.453333333333333,2.505
27-1011,Art Directors,27,"Arts, Design, Entertainment, Sports, and Media",0.2098,0.9310344827586208,0.7931034482758621,0.7212344827586208,0.2253407407407407,0.7746592592592593,42080.0,115430.0,4,3.6766666666666663,3.7075,1.42,3.72,3.465
27-4011,Audio and Video Technicians,27,"Arts, Design, Entertainment, Sports, and Media",0.0173,0.75,0.475,0.7327,0.023066666666666666,0.9769333333333333,50590.0,55310.0,3,3.3783333333333334,3.9749999999999996,2.8280000000000003,4.010000000000001,3.91
27-3011,Broadcast Announcers and Radio Disc Jockeys,27,"Arts, Design, Entertainment, Sports, and Media",0.0634,0.9,0.6000000000000001,0.8366,0.07044444444444443,0.9295555555555556,24580.0,56110.0,4,3.471666666666667,4.0825,2.02,4.293333333333333,3.955
27-4012,Broadcast Technicians,27,"Arts, Design, Entertainment, Sports, and Media",0.0197,0.7619047619047619,0.3333333333333333,0.7422047619047618,0.02585625,0.97414375,25270.0,51280.0,3,3.785,3.7625,2.854,3.97,3.8950000000000005
27-4031,"Camera Operators, Television, Video, and Film",27,"Arts, Design, Entertainment, Sports, and Media",0.1651,0.7878787878787878,0.3333333333333333,0.6227787878787878,0.20955000000000001,0.79045,20280.0,61740.0,3,2.638333333333333,4.2275,3.4339999999999997,3.456666666666667,3.17
27-2032,Choreographers,27,"Arts, Design, Entertainment, Sports, and Media",0.0801,0.4857142857142857,0.2,0.4056142857142857,0.16491176470588237,0.8350882352941176,3990.0,49630.0,3,2.981666666666667,4.3775,3.7340000000000004,3.3333333333333335,2.6799999999999997
27-2022,Coaches and Scouts,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.5333333333333333,0.2444444444444444,0.5333333333333333,0.0,1.0,193740.0,50550.0,4,3.2483333333333335,3.9675,3.556,3.7900000000000005,3.365
27-1021,Commercial and Industrial Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.0437,0.9310344827586208,0.7586206896551724,0.8873344827586208,0.046937037037037034,0.953062962962963,27940.0,79680.0,4,3.3799999999999994,4.08,1.886,4.023333333333333,3.83
27-3092,Court Reporters and Simultaneous Captioners,27,"Arts, Design, Entertainment, Sports, and Media",0.3431,1.0,0.9166666666666666,0.6569,0.3431,0.6569,12300.0,65240.0,3,3.611666666666667,4.3475,1.45,3.643333333333333,3.4050000000000002
27-1012,Craft Artists,27,"Arts, Design, Entertainment, Sports, and Media",0.0539,0.5172413793103449,0.3793103448275862,0.46334137931034486,0.10420666666666667,0.8957933333333333,3740.0,40730.0,3,2.686666666666667,2.7249999999999996,2.678,3.0533333333333332,3.0
27-2031,Dancers,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0,1.0,3850.0,,3,1.2816666666666667,4.34,3.4059999999999997,3.513333333333333,2.63
27-3041,Editors,27,"Arts, Design, Entertainment, Sports, and Media",0.246,0.9411764705882352,0.7647058823529411,0.6951764705882352,0.261375,0.738625,88780.0,76400.0,4,3.5733333333333337,4.0525,1.658,4.183333333333334,3.6850000000000005
27-1022,Fashion Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.0568,0.78125,0.625,0.72445,0.072704,0.927296,19310.0,83650.0,3,3.598333333333333,3.56,2.1879999999999997,3.24,2.985
27-4032,Film and Video Editors,27,"Arts, Design, Entertainment, Sports, and Media",0.2234,0.9444444444444444,0.8055555555555555,0.7210444444444444,0.23654117647058823,0.7634588235294117,28030.0,76000.0,4,3.853333333333333,3.7824999999999998,2.18,3.1933333333333334,3.9349999999999996
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",27,"Arts, Design, Entertainment, Sports, and Media",0.3565,0.8500000000000001,0.5750000000000001,0.4935000000000001,0.4194117647058823,0.5805882352941176,9430.0,69010.0,3,2.4583333333333335,2.5774999999999997,2.568,3.786666666666667,2.6399999999999997
27-1023,Floral Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.3333333333333333,0.4333333333333333,0.3333333333333333,0.0,1.0,36000.0,32100.0,2,2.5050000000000003,4.4975000000000005,3.5620000000000003,3.4933333333333336,2.1
27-1024,Graphic Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.3672,1.0,0.8214285714285714,0.6328,0.3672,0.6328,204040.0,59970.0,4,3.5416666666666665,3.5874999999999995,1.6039999999999999,3.5366666666666666,3.67
27-1025,Interior Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.0,1.0,0.5862068965517241,1.0,0.0,1.0,61970.0,62570.0,4,4.221666666666667,4.1825,2.476,3.69,4.415
27-3091,Interpreters and Translators,27,"Arts, Design, Entertainment, Sports, and Media",0.4304,0.88,0.88,0.4496,0.4890909090909091,0.510909090909091,52170.0,58400.0,4,3.73,3.9074999999999998,2.086,4.239999999999999,4.505000000000001
27-1026,Merchandise Displayers and Window Trimmers,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.6097560975609756,0.4390243902439024,0.6097560975609756,0.0,1.0,159790.0,35520.0,3,2.21,4.2,3.9539999999999997,3.76,3.02
27-2041,Music Directors and Composers,27,"Arts, Design, Entertainment, Sports, and Media",0.0368,0.894736842105263,0.3859649122807017,0.8579368421052631,0.04112941176470589,0.9588705882352941,9560.0,65080.0,4,3.313333333333334,3.9274999999999998,2.132,4.05,3.285
27-2042,Musicians and Singers,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.5714285714285714,0.1632653061224489,0.5714285714285714,0.0,1.0,24080.0,,4,2.8766666666666665,3.8175,2.218,3.07,3.6999999999999997
27-3023,"News Analysts, Reporters, and Journalists",27,"Arts, Design, Entertainment, Sports, and Media",0.2098,1.0,0.8333333333333334,0.7902,0.2098,0.7902,39080.0,63230.0,4,4.05,4.055000000000001,2.202,4.306666666666667,3.895
27-4021,Photographers,27,"Arts, Design, Entertainment, Sports, and Media",0.195,0.7291666666666666,0.4166666666666666,0.5341666666666667,0.26742857142857146,0.7325714285714285,38420.0,48210.0,3,3.39,4.2749999999999995,3.4159999999999995,3.6366666666666667,3.32
27-2012,Producers and Directors,27,"Arts, Design, Entertainment, Sports, and Media",0.092,0.8453355155482816,0.6563011456628478,0.7533355155482816,0.10883252662149079,0.8911674733785092,138250.0,101950.0,4,3.53375,4.021875,2.0445,4.3116666666666665,3.5549999999999997
27-3031,Public Relations Specialists,27,"Arts, Design, Entertainment, Sports, and Media",0.453,0.9393939393939394,0.9393939393939394,0.48639393939393943,0.4822258064516129,0.517774193548387,242710.0,73250.0,4,3.973333333333333,3.96,1.738,3.986666666666667,3.4749999999999996
27-1027,Set and Exhibit Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.7826086956521738,0.5652173913043478,0.7826086956521738,0.0,1.0,6850.0,62960.0,5,3.2983333333333333,3.6224999999999996,2.5740000000000003,3.5733333333333337,3.285
27-4014,Sound Engineering Technicians,27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.7777777777777777,0.5555555555555556,0.7777777777777777,0.0,1.0,10800.0,67360.0,3,3.766666666666667,3.6525,2.3180000000000005,3.6966666666666668,3.7399999999999998
27-1014,Special Effects Artists and Animators,27,"Arts, Design, Entertainment, Sports, and Media",0.3571,1.0,0.9,0.6429,0.3571,0.6429,20430.0,86220.0,4,3.385,3.8500000000000005,1.464,4.086666666666667,3.9699999999999998
27-3042,Technical Writers,27,"Arts, Design, Entertainment, Sports, and Media",0.4747,0.9333333333333332,0.9333333333333332,0.4586333333333332,0.5086071428571429,0.4913928571428571,47620.0,81470.0,4,4.5183333333333335,3.5974999999999997,1.2080000000000002,3.8033333333333332,4.14
27-2023,"Umpires, Referees, and Other Sports Officials",27,"Arts, Design, Entertainment, Sports, and Media",0.0,0.375,0.2083333333333333,0.375,0.0,1.0,9620.0,51710.0,2,2.8683333333333336,3.65,3.2039999999999997,3.7133333333333334,3.95
27-3043,Writers and Authors,27,"Arts, Design, Entertainment, Sports, and Media",0.2462,0.9444444444444444,0.9074074074074074,0.6982444444444444,0.2606823529411765,0.7393176470588235,49410.0,81120.0,4,3.176666666666667,3.16125,1.346,3.5416666666666665,2.8225
29-1291,Acupuncturists,29,Healthcare Practitioners and Technical,0.0,0.1666666666666666,0.4444444444444444,0.1666666666666666,0.0,1.0,7250.0,71770.0,5,3.77,4.495,2.8280000000000003,4.066666666666666,3.67
29-1211,Anesthesiologists,29,Healthcare Practitioners and Technical,0.0,0.5,0.5294117647058824,0.5,0.0,1.0,31130.0,331190.0,5,4.9799999999999995,4.5425,2.78,4.723333333333334,5.1899999999999995
29-9091,Athletic Trainers,29,Healthcare Practitioners and Technical,0.0531,0.4651162790697674,0.4883720930232558,0.4120162790697674,0.11416500000000002,0.8858349999999999,26070.0,54650.0,5,3.6850000000000005,4.4425,3.636,4.47,4.395
29-1181,Audiologists,29,Healthcare Practitioners and Technical,0.0,0.7727272727272727,0.6818181818181819,0.7727272727272727,0.0,1.0,13240.0,86050.0,5,4.633333333333334,4.705,2.214,4.3933333333333335,4.675
29-2031,Cardiovascular Technologists and Technicians,29,Healthcare Practitioners and Technical,0.0,0.6285714285714286,0.2285714285714285,0.6285714285714286,0.0,1.0,55760.0,62020.0,3,3.9883333333333333,4.6975,3.032,4.166666666666667,4.369999999999999
29-1011,Chiropractors,29,Healthcare Practitioners and Technical,0.0,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.0,1.0,35810.0,81240.0,5,4.373333333333334,4.605,3.2380000000000004,4.696666666666666,4.595000000000001
29-1292,Dental Hygienists,29,Healthcare Practitioners and Technical,0.0,0.3125,0.1875,0.3125,0.0,1.0,207190.0,81360.0,3,3.6733333333333333,4.5925,2.4579999999999997,4.22,4.29
29-1021,"Dentists, General",29,Healthcare Practitioners and Technical,0.0309,0.45,0.3,0.41910000000000003,0.06866666666666667,0.9313333333333333,108680.0,167160.0,5,4.329999999999999,4.8,2.382,4.8,5.0
29-1213,Dermatologists,29,Healthcare Practitioners and Technical,0.0,0.7647058823529411,0.4705882352941176,0.7647058823529411,0.0,1.0,9230.0,302740.0,5,4.374999999999999,4.7775,2.4080000000000004,4.59,4.095
29-2032,Diagnostic Medical Sonographers,29,Healthcare Practitioners and Technical,0.0,0.5,0.4473684210526315,0.5,0.0,1.0,78640.0,80680.0,3,4.095,4.55,2.956,4.166666666666667,4.46
29-2051,Dietetic Technicians,29,Healthcare Practitioners and Technical,0.2446,0.9130434782608696,0.7826086956521738,0.6684434782608696,0.2678952380952381,0.7321047619047619,21610.0,34160.0,3,2.918333333333333,4.4,3.2060000000000004,3.8466666666666662,3.835
29-1031,Dietitians and Nutritionists,29,Healthcare Practitioners and Technical,0.1328,0.951219512195122,0.6585365853658537,0.818419512195122,0.1396102564102564,0.8603897435897436,66690.0,65620.0,5,4.241666666666667,4.1575,1.9,3.6299999999999994,4.0
29-2042,Emergency Medical Technicians,29,Healthcare Practitioners and Technical,0.0,0.25,0.4166666666666666,0.25,0.0,1.0,161400.0,36690.0,3,,,,,
29-1128,Exercise Physiologists,29,Healthcare Practitioners and Technical,0.0,0.48,0.4,0.48,0.0,1.0,6860.0,54030.0,4,4.0616666666666665,4.49,3.472,3.72,3.61
29-1215,Family Medicine Physicians,29,Healthcare Practitioners and Technical,0.0,0.875,0.5416666666666666,0.875,0.0,1.0,102930.0,235930.0,5,4.123333333333333,4.8925,1.866,4.99,4.765
29-1216,General Internal Medicine Physicians,29,Healthcare Practitioners and Technical,0.084,0.9142857142857144,0.4571428571428571,0.8302857142857144,0.091875,0.908125,58260.0,242190.0,5,4.935,4.4925,2.548,4.47,4.645
29-9092,Genetic Counselors,29,Healthcare Practitioners and Technical,0.0123,0.894736842105263,0.894736842105263,0.8824368421052631,0.013747058823529414,0.9862529411764706,2740.0,86640.0,5,4.863333333333333,4.1525,1.114,3.94,4.02
29-9021,Health Information Technologists and Medical Registrars,29,Healthcare Practitioners and Technical,0.3063,1.0,0.75,0.6937,0.3063,0.6937,37900.0,61410.0,3,,,,,
29-2099,"Health Technologists and Technicians, All Other",29,Healthcare Practitioners and Technical,0.0445,0.7591269841269841,0.3976190476190476,0.7146269841269841,0.05861996863565081,0.9413800313643492,140770.0,49230.0,3,3.9538888888888883,4.596666666666667,2.533333333333333,3.9522222222222223,4.305
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",29,Healthcare Practitioners and Technical,0.0222,0.796474358974359,0.48637820512820507,0.774274358974359,0.027872837022132797,0.9721271629778672,26250.0,113230.0,5,4.4191666666666665,4.52125,2.104,4.215,3.935
29-9099,"Healthcare Practitioners and Technical Workers, All Other",29,Healthcare Practitioners and Technical,0.0,0.6,0.3999999999999999,0.6,0.0,1.0,44100.0,64880.0,5,4.521666666666667,4.57,2.708,4.433333333333334,4.550000000000001
29-2092,Hearing Aid Specialists,29,Healthcare Practitioners and Technical,0.0,0.4,0.1,0.4,0.0,1.0,10790.0,59960.0,3,3.785,4.4325,2.1079999999999997,4.513333333333333,3.66
29-2061,Licensed Practical and Licensed Vocational Nurses,29,Healthcare Practitioners and Technical,0.0,0.4210526315789473,0.4473684210526315,0.4210526315789473,0.0,1.0,641240.0,51850.0,3,4.09,4.4350000000000005,3.086,4.103333333333333,4.37
29-2035,Magnetic Resonance Imaging Technologists,29,Healthcare Practitioners and Technical,0.039,0.6,0.3111111111111111,0.5609999999999999,0.065,0.935,38070.0,77820.0,3,3.866666666666666,4.1525,2.8880000000000003,3.8533333333333335,4.5
29-2072,Medical Records Specialists,29,Healthcare Practitioners and Technical,0.6674,1.0,0.8823529411764706,0.3326,0.6674,0.3326,180570.0,48310.0,3,,,,,
29-1217,Neurologists,29,Healthcare Practitioners and Technical,0.0,0.8695652173913043,0.6086956521739131,0.8695652173913043,0.0,1.0,7120.0,267660.0,5,5.635000000000001,4.58,2.216,4.853333333333333,5.08
29-2033,Nuclear Medicine Technologists,29,Healthcare Practitioners and Technical,0.0513,0.5161290322580645,0.3548387096774194,0.4648290322580645,0.09939375,0.90060625,17140.0,84850.0,3,3.7249999999999996,4.6375,2.992,4.386666666666667,4.455
29-1151,Nurse Anesthetists,29,Healthcare Practitioners and Technical,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,1.0,43950.0,202470.0,5,5.076666666666667,4.5625,3.122,4.443333333333334,5.0
29-1161,Nurse Midwives,29,Healthcare Practitioners and Technical,0.052,0.5853658536585367,0.4878048780487805,0.5333658536585366,0.08883333333333332,0.9111666666666667,7750.0,114210.0,5,4.878333333333334,4.8325000000000005,3.038,4.6466666666666665,4.710000000000001
29-1171,Nurse Practitioners,29,Healthcare Practitioners and Technical,0.0944,0.9259259259259258,0.5555555555555556,0.8315259259259258,0.10195200000000001,0.898048,234690.0,118040.0,5,5.098333333333334,4.5875,2.548,4.54,4.805
29-1218,Obstetricians and Gynecologists,29,Healthcare Practitioners and Technical,0.0685,0.7857142857142857,0.4285714285714285,0.7172142857142857,0.0871818181818182,0.9128181818181818,21570.0,296210.0,5,4.866666666666667,4.69,3.026,4.756666666666667,4.73
29-1122,Occupational Therapists,29,Healthcare Practitioners and Technical,0.008,0.4674242424242424,0.5208333333333334,0.4594242424242424,0.017115072933549434,0.9828849270664506,127830.0,89470.0,5,3.9175000000000004,4.3625,3.4090000000000003,4.1433333333333335,3.675
29-2057,Ophthalmic Medical Technicians,29,Healthcare Practitioners and Technical,0.0,0.6052631578947368,0.1842105263157894,0.6052631578947368,0.0,1.0,65700.0,41120.0,3,3.2566666666666664,4.6825,2.62,4.1499999999999995,3.955
29-1241,"Ophthalmologists, Except Pediatric",29,Healthcare Practitioners and Technical,0.0,0.7941176470588235,0.5588235294117647,0.7941176470588235,0.0,1.0,11610.0,270090.0,5,5.3500000000000005,4.9025,2.5300000000000002,4.976666666666667,4.859999999999999
29-2081,"Opticians, Dispensing",29,Healthcare Practitioners and Technical,0.0,0.4761904761904761,0.3333333333333333,0.4761904761904761,0.0,1.0,73270.0,43060.0,3,4.238333333333333,4.76,2.6020000000000003,4.266666666666667,4.915
29-1041,Optometrists,29,Healthcare Practitioners and Technical,0.0,0.6000000000000001,0.1,0.6000000000000001,0.0,1.0,38720.0,125440.0,5,4.915,4.6975,2.242,4.53,4.6899999999999995
29-1022,Oral and Maxillofacial Surgeons,29,Healthcare Practitioners and Technical,0.0,0.08,0.16,0.08,0.0,1.0,5330.0,311460.0,5,4.53,4.795000000000001,2.976,4.890000000000001,4.68
29-1023,Orthodontists,29,Healthcare Practitioners and Technical,0.0,0.6000000000000001,0.4,0.6000000000000001,0.0,1.0,5140.0,267280.0,5,3.6666666666666665,4.862500000000001,2.3259999999999996,4.693333333333333,4.385
29-1242,"Orthopedic Surgeons, Except Pediatric",29,Healthcare Practitioners and Technical,0.0,0.6,0.4,0.6,0.0,1.0,16260.0,306220.0,5,,,,,
29-2091,Orthotists and Prosthetists,29,Healthcare Practitioners and Technical,0.0,0.3793103448275862,0.3793103448275862,0.3793103448275862,0.0,1.0,10410.0,79820.0,5,4.315,4.4875,3.1339999999999995,4.346666666666667,4.32
29-2043,Paramedics,29,Healthcare Practitioners and Technical,0.0,0.2307692307692307,0.3846153846153846,0.2307692307692307,0.0,1.0,96510.0,49500.0,3,,,,,
29-1243,Pediatric Surgeons,29,Healthcare Practitioners and Technical,0.0,0.611111111111111,0.3888888888888888,0.611111111111111,0.0,1.0,820.0,290310.0,5,,,,,
29-1221,"Pediatricians, General",29,Healthcare Practitioners and Technical,0.0,0.9666666666666668,0.5,0.9666666666666668,0.0,1.0,33620.0,198420.0,5,4.223333333333334,4.4350000000000005,2.262,4.723333333333334,4.07
29-1051,Pharmacists,29,Healthcare Practitioners and Technical,0.0896,0.7428571428571429,0.5142857142857142,0.6532571428571429,0.12061538461538461,0.8793846153846154,312550.0,125690.0,5,3.5333333333333337,4.6850000000000005,2.786,4.69,4.59
29-2052,Pharmacy Technicians,29,Healthcare Practitioners and Technical,0.0735,0.5588235294117647,0.6176470588235294,0.4853235294117647,0.13152631578947369,0.8684736842105263,436630.0,37970.0,3,3.7616666666666667,4.305,3.194,3.7099999999999995,4.465
29-1123,Physical Therapists,29,Healthcare Practitioners and Technical,0.0174,0.2978723404255319,0.5531914893617021,0.28047234042553193,0.05841428571428571,0.9415857142857142,225350.0,92920.0,5,3.956666666666667,4.817500000000001,3.3340000000000005,4.616666666666666,3.8949999999999996
29-1071,Physician Assistants,29,Healthcare Practitioners and Technical,0.0,0.5416666666666666,0.2202380952380952,0.5416666666666666,0.0,1.0,132940.0,119460.0,5,4.580000000000001,4.529999999999999,3.0389999999999997,4.201666666666667,4.8
29-1229,"Physicians, All Other",29,Healthcare Practitioners and Technical,0.0297,0.733812518718179,0.5197064989517819,0.704112518718179,0.04047355317933231,0.9595264468206677,256670.0,231500.0,5,5.046944444444445,4.5616666666666665,2.5136666666666665,4.6561111111111115,4.724166666666667
29-1222,"Physicians, Pathologists",29,Healthcare Practitioners and Technical,0.1577,0.8787878787878788,0.5757575757575758,0.7210878787878787,0.17945172413793103,0.820548275862069,11010.0,267180.0,5,4.88,3.435,2.146,4.66,4.795
29-1081,Podiatrists,29,Healthcare Practitioners and Technical,0.0,0.5714285714285714,0.3809523809523809,0.5714285714285714,0.0,1.0,8840.0,158380.0,5,4.726666666666667,4.56,2.8040000000000003,4.803333333333334,4.38
29-1024,Prosthodontists,29,Healthcare Practitioners and Technical,0.0,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,1.0,790.0,143730.0,5,4.636666666666667,4.6825,2.792,4.6866666666666665,4.705
29-2053,Psychiatric Technicians,29,Healthcare Practitioners and Technical,0.0,0.24,0.52,0.24,0.0,1.0,93410.0,38000.0,3,3.0516666666666663,4.035,2.914,3.206666666666667,3.245
29-1223,Psychiatrists,29,Healthcare Practitioners and Technical,0.0,0.8695652173913043,0.7826086956521738,0.8695652173913043,0.0,1.0,25520.0,249760.0,5,4.54,4.215,1.5099999999999998,4.486666666666666,4.125
29-1124,Radiation Therapists,29,Healthcare Practitioners and Technical,0.0,0.5121951219512195,0.3170731707317073,0.5121951219512195,0.0,1.0,16050.0,94000.0,3,4.499999999999999,4.4975000000000005,3.6119999999999997,4.203333333333333,4.71
29-2034,Radiologic Technologists and Technicians,29,Healthcare Practitioners and Technical,0.0,0.7543859649122806,0.4561403508771929,0.7543859649122806,0.0,1.0,216380.0,66490.0,3,3.2366666666666664,4.685,3.472,4.37,3.98
29-1224,Radiologists,29,Healthcare Practitioners and Technical,0.199,0.977777777777778,0.7111111111111111,0.778777777777778,0.20352272727272724,0.7964772727272728,29530.0,301720.0,5,5.1000000000000005,4.1775,2.452,4.463333333333334,4.869999999999999
29-1125,Recreational Therapists,29,Healthcare Practitioners and Technical,0.0,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.0,1.0,16980.0,53900.0,4,3.2433333333333336,4.5225,3.4239999999999995,3.543333333333333,3.28
29-1141,Registered Nurses,29,Healthcare Practitioners and Technical,0.0595,0.6908921729611385,0.5115959027289076,0.6313921729611385,0.08612052984329693,0.913879470156703,3047530.0,82750.0,4,4.5089999999999995,4.4045,2.818,4.1979999999999995,4.386000000000001
29-1126,Respiratory Therapists,29,Healthcare Practitioners and Technical,0.0,0.3095238095238095,0.2857142857142857,0.3095238095238095,0.0,1.0,133410.0,68190.0,3,4.41,4.6825,3.4860000000000007,4.316666666666667,4.645
29-1127,Speech-Language Pathologists,29,Healthcare Practitioners and Technical,0.0,0.7317073170731707,0.6829268292682927,0.7317073170731707,0.0,1.0,147470.0,85820.0,5,4.208333333333333,4.6425,2.46,4.29,4.255
29-9093,Surgical Assistants,29,Healthcare Practitioners and Technical,0.0,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0,1.0,17250.0,59170.0,3,3.895,4.5125,3.728,3.53,4.619999999999999
29-2055,Surgical Technologists,29,Healthcare Practitioners and Technical,0.0,0.1,0.0333333333333333,0.1,0.0,1.0,109060.0,53590.0,3,3.3266666666666667,4.5424999999999995,3.55,4.316666666666666,4.795
29-1129,"Therapists, All Other",29,Healthcare Practitioners and Technical,0.0402,0.6432624113475177,0.6932624113475178,0.6030624113475177,0.06249393605292172,0.9375060639470782,13490.0,65030.0,4,3.98,4.266249999999999,2.602,3.7899999999999996,3.38
29-1131,Veterinarians,29,Healthcare Practitioners and Technical,0.0926,0.4594594594594595,0.4324324324324324,0.36685945945945947,0.20154117647058822,0.7984588235294118,77260.0,109920.0,5,4.325,4.734999999999999,3.1440000000000006,4.696666666666666,4.04
29-2056,Veterinary Technologists and Technicians,29,Healthcare Practitioners and Technical,0.0,0.2622950819672131,0.2295081967213114,0.2622950819672131,0.0,1.0,118670.0,38250.0,3,3.7083333333333335,4.3425,4.040000000000001,3.943333333333333,3.885
31-9091,Dental Assistants,31,Healthcare Support,0.0,0.4,0.2,0.4,0.0,1.0,347170.0,42510.0,3,4.015,4.455,3.2379999999999995,3.53,4.35
31-9099,"Healthcare Support Workers, All Other",31,Healthcare Support,0.0,0.5307017543859648,0.15789473684210525,0.5307017543859648,0.0,1.0,108410.0,40690.0,2,3.4249999999999994,4.35375,2.804,3.638333333333333,4.1225000000000005
31-9011,Massage Therapists,31,Healthcare Support,0.0,0.074074074074074,0.2962962962962963,0.074074074074074,0.0,1.0,81030.0,49260.0,3,3.02,4.4625,3.1480000000000006,4.196666666666666,3.23
31-9092,Medical Assistants,31,Healthcare Support,0.0476,0.5384615384615384,0.2307692307692307,0.49086153846153846,0.0884,0.9116,727760.0,38190.0,3,4.62,4.3975,2.876,3.5233333333333334,4.555
31-9093,Medical Equipment Preparers,31,Healthcare Support,0.0,0.1481481481481481,0.074074074074074,0.1481481481481481,0.0,1.0,61170.0,42420.0,2,4.598333333333334,4.3374999999999995,3.912,4.073333333333333,5.199999999999999
31-9094,Medical Transcriptionists,31,Healthcare Support,0.6365,0.9285714285714284,0.3214285714285714,0.2920714285714284,0.6854615384615386,0.31453846153846143,55830.0,34220.0,3,3.3800000000000003,4.0425,1.9120000000000001,3.6899999999999995,4.325
31-1131,Nursing Assistants,31,Healthcare Support,0.0,0.1525423728813559,0.2372881355932203,0.1525423728813559,0.0,1.0,1314830.0,33250.0,3,3.141666666666667,4.1775,3.5420000000000003,3.5066666666666664,3.9299999999999997
31-2012,Occupational Therapy Aides,31,Healthcare Support,0.0661,0.2592592592592592,0.1481481481481481,0.1931592592592592,0.25495714285714294,0.7450428571428571,3370.0,39230.0,3,3.396666666666667,4.3149999999999995,3.564,3.86,3.4749999999999996
31-2011,Occupational Therapy Assistants,31,Healthcare Support,0.0,0.3488372093023256,0.3255813953488372,0.3488372093023256,0.0,1.0,41980.0,63560.0,3,3.5666666666666664,4.33,3.7239999999999993,4.510000000000001,3.95
31-9095,Pharmacy Aides,31,Healthcare Support,0.022,0.52,0.2,0.498,0.0423076923076923,0.9576923076923077,43560.0,34560.0,2,3.901666666666667,4.5,3.312,3.426666666666667,3.9800000000000004
31-9097,Phlebotomists,31,Healthcare Support,0.0,0.2195121951219512,0.1707317073170731,0.2195121951219512,0.0,1.0,132750.0,38450.0,3,4.305,4.49,3.4539999999999997,3.9866666666666664,4.654999999999999
31-2022,Physical Therapist Aides,31,Healthcare Support,0.0,0.2424242424242424,0.2424242424242424,0.2424242424242424,0.0,1.0,42390.0,30370.0,2,3.44,4.37,3.5700000000000003,3.766666666666667,3.37
31-2021,Physical Therapist Assistants,31,Healthcare Support,0.0,0.2051282051282051,0.2051282051282051,0.2051282051282051,0.0,1.0,93660.0,60740.0,3,3.8516666666666666,4.7325,3.656,4.473333333333334,3.65
31-1133,Psychiatric Aides,31,Healthcare Support,0.0,0.125,0.25,0.125,0.0,1.0,39140.0,34640.0,2,3.713333333333333,4.262499999999999,3.2359999999999998,3.5799999999999996,3.67
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,31,Healthcare Support,0.0179,0.3333333333333333,0.1481481481481481,0.31543333333333334,0.0537,0.9463,98970.0,31780.0,2,3.365,4.27,4.168,3.8699999999999997,3.77
