occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index,log_total_employment,log_annual_mean_wage,digital_information_index_z,interpersonal_index_z,physical_index_z,decision_index_z,compliance_index_z,job_zone_factor,regression_weight
33-9099,"Protective Service Workers, All Other",33,Protective Service,0.0571,0.6585365853658537,0.5365853658536586,0.6014365853658536,0.0867074074074074,0.9132925925925924,100110,42160,2,4.441666666666666,4.3675,2.702,4.253333333333333,4.79,11.514034849375726,10.649227183215244,0.8680394069890578,0.9940977257679048,-0.2017343842940964,0.8482225031816755,1.6104640250881952,2,100110
33-9032,Security Guards,33,Protective Service,0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0,1,1057100,35830,2,4.3549999999999995,4.3999999999999995,3.382,3.8533333333333335,4.095,13.871040813740604,10.486540810299,0.7768609534376841,1.068626363901498,0.4622377096832656,-0.08820132972675344,0.37519783151773145,2,1057100
33-3052,Transit and Railroad Police,33,Protective Service,0,0.4166666666666666,0.625,0.4166666666666666,0,1,3590,69570,3,3.405,4.46,3.802000000000001,4.276666666666666,3.97,8.186185994226083,11.150088718917686,-0.22259517202929407,1.2062176958404411,0.8723381206692841,0.9028472267680008,0.15302765281800865,3,3590
33-9093,Transportation Security Screeners,33,Protective Service,0,0.52,0.42,0.52,0,1,48320,46380,2,3.036666666666666,4.4025,3.816,3.4800000000000004,3.96,10.785621527758789,10.744623610809523,-0.6101035996226316,1.0743593360656214,0.8860081343688169,-0.9621969071079544,0.13525403852203033,2,48320
35-3011,Bartenders,35,Food Preparation and Serving Related,0,0.2777777777777778,0.1944444444444444,0.2777777777777778,0,1,485330,30340,2,2.01,4.3225,3.246,3.653333333333333,3.125,13.092586411366794,10.320222252902523,-1.690217587846594,0.8909042268136983,0.3294432908877931,-0.55641324618097,-1.3488427551921232,2,485330
35-1011,Chefs and Head Cooks,35,Food Preparation and Serving Related,0,0.4285714285714285,0.3809523809523809,0.4285714285714285,0,1,129810,56920,3,3.126666666666667,4.3625,3.896000000000001,4.133333333333334,3.395,11.77383482542412,10.949402052203789,-0.5154182824731276,0.9826317814396598,0.9641224983661545,0.5672953533091483,-0.8689551692007202,3,129810
35-2012,"Cooks, Institution and Cafeteria",35,Food Preparation and Serving Related,0,0.2068965517241379,0.1379310344827586,0.2068965517241379,0,1,392860,31520,2,2.48,4.1049999999999995,3.2959999999999994,3.59,3.485,12.881211138721062,10.358377543971816,-1.1957498205102992,0.39213564853503263,0.37826476838612794,-0.7046803530581374,-0.7089926405369195,2,392860
35-2013,"Cooks, Private Household",35,Food Preparation and Serving Related,0,0.32,0.4,0.32,0,1,440,43260,3,2.39,3.175,3.194,3.6666666666666665,3.115,6.089044875446846,10.67498369950705,-1.2904351376598022,-1.7405299965185692,0.27866895428952426,-0.5251991184173549,-1.3666163694881008,3,440
35-2014,"Cooks, Restaurant",35,Food Preparation and Serving Related,0.0116,0.1621621621621621,0.1621621621621621,0.1505621621621621,0.07153333333333337,0.9284666666666668,1193860,31630,2,1.1916666666666669,3.5425,3.3,3.9166666666666665,2.92,13.992703150747499,10.361861316299695,-2.551152601187447,-0.8977830883925485,0.38217048658599523,0.06006577715041393,-1.71320184825967,2,1193860
35-3023,Fast Food and Counter Workers,35,Food Preparation and Serving Related,0,0.13103070175438591,0.1414473684210526,0.13103070175438591,0,1,3095120,26060,2,1.9625,4.41625,3.2569999999999992,3.606666666666667,2.855,14.945337558651655,10.168156850678836,-1.7401903941199428,1.1058906829682953,0.3401840159374262,-0.6656626933536185,-1.8287303411835263,2,3095120
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,35,Food Preparation and Serving Related,0.0564,0.8,0.4666666666666667,0.7436,0.0705,0.9295,1040600,39150,2,3.535,4.2225,3.3800000000000003,3.2733333333333334,3.925,13.855308988821927,10.575155701418948,-0.08582749170223351,0.6615853402487957,0.4602848505833324,-1.4460158874439775,0.07304638848610748,2,1040600
35-2021,Food Preparation Workers,35,Food Preparation and Serving Related,0,0.0555555555555555,0.0925925925925925,0.0555555555555555,0,1,783350,28810,2,1.6449999999999998,3.46,3.122,3.036666666666666,3.3000000000000003,13.571336150389403,10.268477828078574,-2.0742191518418016,-1.086971169808594,0.20836602669192114,-2.0000666552481334,-1.0378045050125098,2,783350
35-3041,"Food Servers, Nonrestaurant",35,Food Preparation and Serving Related,0,0.1851851851851851,0.2222222222222222,0.1851851851851851,0,1,243030,29500,2,3.033333333333333,4.265,3.838,3.78,3.63,12.40094428620253,10.292145542327912,-0.613610463220761,0.7590458670388786,0.9074895844680847,-0.2598790324266332,-0.4512752332452401,2,243030
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,Food Preparation and Serving Related,0.0734,0.3999999999999999,0.4571428571428571,0.3265999999999999,0.18350000000000005,0.8165,324690,26000,2,1.8,4.4174999999999995,3.4520000000000004,3.943333333333334,3.005,12.69062923981335,10.165851817003619,-1.911149994528768,1.1087571690503562,0.5305877781809355,0.12249403267764405,-1.562126126743858,2,324690
35-3031,Waiters and Waitresses,35,Food Preparation and Serving Related,0,0.2857142857142857,0.2448979591836734,0.2857142857142857,0,1,1804030,29010,2,1.711666666666667,4.1775,3.686,3.28,3.12,14.405534163492538,10.27539587711545,-2.004081879879206,0.5583918412945892,0.7590722928731449,-1.4304088235621708,-1.357729562340112,2,1804030
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,37,Building and Grounds Cleaning and Maintenance,0.0436,0.3673469387755101,0.4285714285714285,0.3237469387755101,0.11868888888888891,0.881311111111111,153640,45100,2,3.8016666666666663,3.8525,3.5780000000000003,3.72,3.93,11.942373991160347,10.71663752549077,0.19472159614814588,-0.18689454004134756,0.6536179014767407,-0.4003426073628968,0.08193319563409703,2,153640
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37,Building and Grounds Cleaning and Maintenance,0.1083,0.5636363636363636,0.4181818181818181,0.4553363636363636,0.19214516129032255,0.8078548387096774,116380,53270,3,3.296666666666667,4.242500000000001,4.644,4.226666666666667,3.96,11.66462457071542,10.883128599911045,-0.3365682389685105,0.7074491175617774,1.694491801741252,0.7857942476544475,0.13525403852203033,3,116380
37-3011,Landscaping and Groundskeeping Workers,37,Building and Grounds Cleaning and Maintenance,0,0.048780487804878,0.048780487804878,0.048780487804878,0,1,892450,35240,2,1.4233333333333336,3.365,4.506,2.806666666666666,3.2249999999999996,13.701726889167979,10.469937080050116,-2.307425581117429,-1.3048241120452517,1.5597445238458463,-2.5385103591704805,-1.171106612232345,2,892450
37-2021,Pest Control Workers,37,Building and Grounds Cleaning and Maintenance,0.046,0.3333333333333333,0.375,0.28733333333333333,0.138,0.862,85370,40640,2,2.59,3.99,4.19,4.3500000000000005,3.385,11.35476174365251,10.612508082252363,-1.0800233217720177,0.12841892898539517,1.2511927860563665,1.0745249294678816,-0.8867287834966985,2,85370
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37,Building and Grounds Cleaning and Maintenance,0,0.1111111111111111,0.0555555555555555,0.1111111111111111,0,1,25820,40500,2,2.856666666666667,3.495,4.343999999999999,4.3933333333333335,3.785,10.158943393317584,10.60905725309463,-0.7994742339216373,-1.0067095595108775,1.4015629367512386,1.1759708446996273,-0.17578421165758237,2,25820
37-3013,Tree Trimmers and Pruners,37,Building and Grounds Cleaning and Maintenance,0,0.073170731707317,0.1219512195121951,0.073170731707317,0,1,41920,47450,2,2.385,3.9325,4.677999999999999,4.3999999999999995,3.61,10.64354217367223,10.767431804038074,-1.2956954330569972,-0.0034394307894245924,1.7276904064401188,1.1915779085814329,-0.4868224618371959,2,41920
39-3091,Amusement and Recreation Attendants,39,Personal Care and Service,0.0619,0.2307692307692307,0.4230769230769231,0.16886923076923072,0.2682333333333334,0.7317666666666667,262170,26110,2,2.103333333333333,4.66,3.786,3.3266666666666667,2.6100000000000003,12.476752241601378,10.170073661693175,-1.5920254070989612,1.6648554689702484,0.8567152478698158,-1.3211593763895202,-2.264183891434984,2,262170
39-2021,Animal Caretakers,39,Personal Care and Service,0,0.3636363636363636,0.2121212121212121,0.3636363636363636,0,1,225680,29520,2,2.7216666666666662,4.2275,4.46,3.8966666666666665,3.045,12.326877776718879,10.292823278714408,-0.9415022096458928,0.6730512845770406,1.5148287645473775,0.013244585504992381,-1.4910316695599464,2,225680
39-2011,Animal Trainers,39,Personal Care and Service,0,0.1379310344827586,0.1379310344827586,0.1379310344827586,0,1,15840,38230,2,3.051666666666667,4.0325,4.432,4.166666666666667,3.295,9.670356794688852,10.551375826690458,-0.5943227134310467,0.2258794557754781,1.4874887371483099,0.6453306727181838,-1.0466913121604993,2,15840
39-6011,Baggage Porters and Bellhops,39,Personal Care and Service,0.073,0.2222222222222222,0.2962962962962963,0.1492222222222222,0.3285,0.6715,20530,30040,2,3.0866666666666673,4.26,4.774,3.9133333333333336,3.13,9.929691218032765,10.310285105878071,-0.5575006456506842,0.7475799227106337,1.8214276432369239,0.052262245209511206,-1.3399559480441345,2,20530
39-5011,Barbers,39,Personal Care and Service,0,0.2352941176470588,0.1470588235294117,0.2352941176470588,0,1,12910,35700,3,1.8983333333333337,4.3149999999999995,3.006,4.023333333333333,3.625,9.46583494017472,10.48290596776773,-1.80769751838394,0.8737053103213299,0.09510019889578285,0.3097787992593292,-0.46016204039322883,3,12910
39-9011,Childcare Workers,39,Personal Care and Service,0.0122,0.17199017199017194,0.4434889434889435,0.15979017199017195,0.07093428571428574,0.9290657142857144,438520,27680,2,2.0091666666666668,4.0675,3.3480000000000003,3.713333333333334,2.755,12.991162980183578,10.228465409731605,-1.6910943037461261,0.30614106607319463,0.42903910498439773,-0.4159496712447033,-2.006466484143305,2,438520
39-6012,Concierges,39,Personal Care and Service,0.1875,0.8,0.7333333333333333,0.6125,0.234375,0.765625,33560,37520,2,3.348333333333333,4.365,2.502,3.6366666666666663,3.54,10.42111995751504,10.532629403120161,-0.2822118531974998,0.9883647536037833,-0.3970202942874383,-0.5954309058854877,-0.6112377619090408,2,33560
39-3092,Costume Attendants,39,Personal Care and Service,0,0.4166666666666666,0.4722222222222222,0.4166666666666666,0,1,3380,54590,2,2.5449999999999995,4,3.2299999999999995,3.686666666666667,2.975,8.125926802707886,10.907605994775803,-1.1273659803467697,0.15135081764188502,0.31382041808832534,-0.47837792677193236,-1.6154469696317915,2,3380
39-4011,Embalmers,39,Personal Care and Service,0,0.04,0.08,0.04,0,1,4070,51210,3,3.4166666666666665,4.6,3.979999999999999,4.61,4.65,8.31164394850298,10.843690104456597,-0.2103211494358399,1.5272641370313051,1.0461425805633564,1.6832004208583606,1.3616334249445052,3,4070
39-9031,Exercise Trainers and Group Fitness Instructors,39,Personal Care and Service,0,0.0294117647058823,0.3235294117647059,0.0294117647058823,0,1,221600,45870,3,2.9600000000000004,4.5225,4.034,4.043333333333333,3.0700000000000003,12.308633746480464,10.733566587591218,-0.6907614623796149,1.3495419999435057,1.0988697762615594,0.35659999090474975,-1.446597633820001,3,221600
39-1013,First-Line Supervisors of Gambling Services Workers,39,Personal Care and Service,0,0.5576923076923077,0.5,0.5576923076923077,0,1,19510,52590,2,2.7933333333333334,4.6575,2.92,4.09,3.855,9.878733688069898,10.87028126658339,-0.8661046422861027,1.659122496806125,0.011127257598646054,0.46584943807740037,-0.051368911585737455,2,19510
39-1022,First-Line Supervisors of Personal Service Workers,39,Personal Care and Service,0.0407,0.7241379310344828,0.4827586206896551,0.6834379310344828,0.0562047619047619,0.943795238095238,101030,45730,3,3.4699999999999993,4.3725000000000005,3.1039999999999996,4.58,4.23,11.523182679422877,10.7305098166521,-0.1542113318657645,1.0055636700961517,0.19079029479252016,1.6129686333902278,0.6151416245134341,3,101030
39-4021,Funeral Attendants,39,Personal Care and Service,0,0.1777777777777777,0.3111111111111111,0.1777777777777777,0,1,32490,31630,2,2.353333333333333,3.9975,3.59,3.4599999999999995,3.155,10.38871840689063,10.361861316299695,-1.3290106372392299,0.14561784547776258,0.6653350560763408,-1.009018098753378,-1.29552191230419,2,32490
39-3011,Gambling Dealers,39,Personal Care and Service,0,0.1351351351351351,0.1891891891891892,0.1351351351351351,0,1,64700,28960,2,1.6283333333333332,4.5175,2.678,3.42,3.28,11.07753193632009,10.273670846499652,-2.09175346983245,1.3380760556152609,-0.22516869349329743,-1.10266048204422,-1.0733517336044662,2,64700
39-3012,Gambling and Sports Book Writers and Runners,39,Personal Care and Service,0,0.3076923076923077,0.3846153846153846,0.3076923076923077,0,1,7340,29110,2,2.6366666666666663,4.342499999999999,2.368,3.2966666666666664,3.41,8.901230352110781,10.278837036739668,-1.0309272313982014,0.936768004126678,-0.5278618539829771,-1.391391163857653,-0.8422947477567532,2,7340
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39,Personal Care and Service,0.0304,0.1052631578947368,0.1052631578947368,0.0748631578947368,0.2888000000000001,0.7111999999999998,285980,35990,3,2.796666666666667,4.705,3.178,4.113333333333333,3.3099999999999996,12.56368065402875,10.490996401073076,-0.8625977786879728,1.7680489679244549,0.26304608149005687,0.5204741616637256,-1.020030890716533,3,285980
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",39,Personal Care and Service,0,0.064516129032258,0.2258064516129032,0.064516129032258,0,1,9670,30220,2,1.2283333333333333,4.285,2.91,3.353333333333333,2.53,9.176886995716963,10.316259235826731,-2.5125771016080196,0.8049096443518603,0.001362962098979177,-1.2587311208622922,-2.4063728058028078,2,9670
39-5091,"Makeup Artists, Theatrical and Performance",39,Personal Care and Service,0,0.6341463414634146,0.4390243902439024,0.6341463414634146,0,1,1960,124380,3,2.778333333333333,4.37,3.648000000000001,3.546666666666667,3.115,7.581209826196346,11.73109667465788,-0.8818855284776872,0.9998306979320283,0.721967969974411,-0.8061262682898832,-1.3666163694881008,3,1960
39-5092,Manicurists and Pedicurists,39,Personal Care and Service,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,1,120540,30480,2,1.1849999999999998,3.83,1.844,2.63,2.7,11.699745223003951,10.324826009800583,-2.5581663283837073,-0.23849128951845075,-1.0395109381655323,-2.95209755203837,-2.104221362771183,2,120540
39-4031,"Morticians, Undertakers, and Funeral Arrangers",39,Personal Care and Service,0,0.2325581395348837,0.1860465116279069,0.2325581395348837,0,1,24700,56360,3,3.254999999999999,4.4575,3.746,4.430000000000001,3.925,10.114599007626499,10.939514966012617,-0.3804040339451336,1.2004847236763176,0.8176580658711474,1.2618096960495677,0.07304638848610748,3,24700
39-3021,Motion Picture Projectionists,39,Personal Care and Service,0,0.2727272727272727,0.1515151515151515,0.2727272727272727,0,1,1620,32970,2,2.0833333333333335,3.2699999999999996,2.676,3.693333333333334,3.075,7.390798521735676,10.403353336065777,-1.6130665886877391,-1.5226770542819115,-0.22712155259323064,-0.4627708628901248,-1.4377108266720124,2,1620
39-9032,Recreation Workers,39,Personal Care and Service,0,0.3571428571428571,0.4047619047619047,0.3571428571428571,0,1,264020,32020,4,3.776666666666666,4.199999999999999,3.04,3.7733333333333334,3.42,12.483783924419427,10.374115986550706,0.1684201191621724,0.6099885907716904,0.1282988035946512,-0.2754860963084396,-0.8245211334607757,4,264020
39-9041,Residential Advisors,39,Personal Care and Service,0.067,0.38,0.38,0.313,0.17631578947368423,0.8236842105263158,92500,34950,3,3.3683333333333327,3.9875,2.9579999999999997,3.69,3.335,11.434974734252892,10.461673747661957,-0.26117067160872176,0.12268595682127169,0.0482315804973808,-0.47057439483102964,-0.9755968549765877,3,92500
39-5093,Shampooers,39,Personal Care and Service,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0,1,9560,25160,2,1.845,4.53,3.178,4.03,3.3400000000000003,9.165447603085447,10.133010710814377,-1.8638073359540164,1.3667409164358741,0.26304608149005687,0.32538586314113677,-0.9667100478285982,2,9560
39-5094,Skincare Specialists,39,Personal Care and Service,0,0.3333333333333333,0.1515151515151515,0.3333333333333333,0,1,50580,41700,3,2.0483333333333333,4.8100000000000005,2.4479999999999995,4.3566666666666665,3.4,10.83133129068886,10.638256407786892,-1.6498886564681017,2.0088337988176046,-0.44974748998564085,1.090131993349687,-0.8600683620527315,3,50580
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",39,Personal Care and Service,0,0.1714285714285714,0.2571428571428571,0.1714285714285714,0,1,54970,26390,2,1.9866666666666664,4.5875,2.808,3.3466666666666662,2.71,10.914561052430187,10.18074042949737,-1.7147656330335024,1.4985992762106939,-0.09823285199762541,-1.2743381847440998,-2.0864477484752055,2,54970
41-3011,Advertising Sales Agents,41,Sales and Related,0.1482,0.8974358974358974,0.9487179487179488,0.7492358974358974,0.16513714285714287,0.8348628571428571,96660,66540,4,3.375,4.3774999999999995,2.04,4.3566666666666665,3.5650000000000004,11.478965290886633,11.105558549572468,-0.2541569444124616,1.0170296144243947,-0.8481307463720574,1.090131993349687,-0.5668037261690955,4,96660
41-2011,Cashiers,41,Sales and Related,0.0846,0.2790697674418604,0.4883720930232558,0.1944697674418604,0.30315000000000003,0.69685,3318020,26770,2,1.9283333333333337,4.1475,2.7939999999999996,3.533333333333333,3,15.014879078826421,10.195037136514399,-1.7761357460007723,0.4895961753251176,-0.11190286569715956,-0.8373403960534983,-1.5710129338918468,2,3318020
41-2021,Counter and Rental Clerks,41,Sales and Related,0.2048,0.8064516129032258,0.8064516129032258,0.6016516129032258,0.253952,0.746048,371620,36170,2,2.8966666666666665,4.51,3.008,3.78,3.245,12.825629796703959,10.495985324946144,-0.7573918707440808,1.3208771391228924,0.0970530579957165,-0.2598790324266332,-1.1355593836403883,2,371620
41-9011,Demonstrators and Product Promoters,41,Sales and Related,0.0788,0.2051282051282051,0.5897435897435898,0.12632820512820508,0.3841500000000001,0.61585,40680,36990,2,2.058333333333333,4.305000000000001,2.788,3.8333333333333335,2.5,10.61351643196459,10.5184028848265,-1.6393680656737126,0.850773421664842,-0.11776144299695959,-0.135022521372175,-2.4596936486907413,2,40680
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41,Sales and Related,0.1758,0.3478260869565217,0.5217391304347826,0.17202608695652166,0.5054250000000001,0.4945749999999999,7860,34970,2,1.99,4.2475000000000005,2.2020000000000004,3.4299999999999997,2.125,8.969669103793757,10.462245830057421,-1.7112587694353723,0.7189150618900223,-0.6899491592774503,-1.0792498862215099,-3.1262041847899122,2,7860
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41,Sales and Related,0.2295,0.9629629629629628,0.7037037037037037,0.7334629629629628,0.23832692307692313,0.7616730769230768,243920,92320,4,4.136666666666666,4.2225,2.56,4.3999999999999995,4.26,12.404599681358555,11.433016081741927,0.5471613877601852,0.6615853402487957,-0.34038738038936894,1.1915779085814329,0.6684624674013666,4,243920
41-1011,First-Line Supervisors of Retail Sales Workers,41,Sales and Related,0.2627,0.8918918918918919,0.6486486486486487,0.629191891891892,0.2945424242424242,0.7054575757575758,1143260,46890,2,3.1233333333333335,4.495,3.066,4.156666666666666,3.775,13.949395263166556,10.755559712083633,-0.5189251460712575,1.2864793061381576,0.1536859718937854,0.6219200768954715,-0.1935578259535607,2,1143260
41-2012,Gambling Change Persons and Booth Cashiers,41,Sales and Related,0,0.2857142857142857,0.6190476190476191,0.2857142857142857,0,1,17150,29130,2,3.14,4.415,2.972,3.856666666666667,4.47,9.749811759932081,10.279523849953481,-0.5013908280806088,1.1030241968862347,0.06190159419691495,-0.08039779778584968,1.0417083676169023,2,17150
41-3021,Insurance Sales Agents,41,Sales and Related,0.3188,1,0.7272727272727273,0.6812,0.3188,0.6812,422600,69340,4,3.411666666666666,4.5175,1.718,4.373333333333333,4.220000000000001,12.954183750465127,11.146777219239015,-0.21558144483303487,1.3380760556152609,-1.1625410614613376,1.129149653054205,0.5973680102174567,4,422600
41-2022,Parts Salespersons,41,Sales and Related,0,0.5142857142857142,0.3999999999999999,0.5142857142857142,0,1,265130,36920,2,4.0633333333333335,4.5075,3.8,4.22,3.86,12.487979322445423,10.516508688616788,0.4700103886013317,1.315144166958771,0.8703852615693496,0.77018718377264,-0.0424821044377487,2,265130
41-9021,Real Estate Brokers,41,Sales and Related,0.2609,1,0.71875,0.7391,0.2609,0.7391,48460,86490,4,3.6066666666666674,4.2725,2.13,4.623333333333334,3.585,10.788514629733339,11.367784079300558,-0.010429924342443338,0.776244783531247,-0.7602520868750537,1.7144145486219757,-0.5312564975771404,4,48460
41-9022,Real Estate Sales Agents,41,Sales and Related,0.2828,0.875,0.5357142857142857,0.5922000000000001,0.3232,0.6768000000000001,175920,61480,3,3.81,4.342499999999999,2.6580000000000004,4.45,3.715,12.077790309614487,11.026467197652533,0.20348875514347067,0.936768004126678,-0.24469728449263117,1.3086308876949884,-0.3001995117294281,3,175920
41-2031,Retail Salespersons,41,Sales and Related,0.3222,0.6052631578947368,0.4473684210526315,0.28306315789473685,0.5323304347826087,0.46766956521739134,3693490,31920,2,2.66,4.5275,3.436,3.87,3.075,15.122082639234817,10.370988051563746,-1.0063791862112925,1.3610079442717506,0.5149649053814677,-0.04918367002223566,-1.4377108266720124,2,3693490
41-9031,Sales Engineers,41,Sales and Related,0.3224,0.8636363636363636,0.75,0.5412363636363636,0.3733052631578947,0.6266947368421052,59550,118630,4,4.113333333333333,3.93,1.4819999999999998,4.5,3.955,10.994588367253703,11.683764684655149,0.5226133425732777,-0.009172402953547057,-1.392978435253481,1.4256838668085416,0.12636723137404157,4,59550
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41,Sales and Related,0.6279,1,0.9310344827586208,0.3721,0.6279,0.3721,1242490,72390,4,2.875,4.4075,2.96,4.516666666666667,3.16,14.032628793465923,11.189823447287187,-0.7801864841319239,1.0858252803938662,0.05018443959731443,1.4647015265130594,-1.2866351051562004,4,1242490
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41,Sales and Related,0.2706,0.9176788124156546,0.761808367071525,0.6470788124156546,0.29487441176470586,0.7051255882352941,266160,102750,4,3.3275,4.0337499999999995,1.995,4.13,3.645,12.491856667823864,11.540054132358481,-0.3041297506858104,0.22874594185753883,-0.8920700761205592,0.5594918213682435,-0.42461481180127303,4,266160
41-3031,"Securities, Commodities, and Financial Services Sales Agents",41,Sales and Related,0.4413,1,0.7692307692307693,0.5587,0.4413,0.5587,426870,93260,4,4.053333333333334,4.165,1.22,4.31,4.415,12.964237138838692,11.443146570362313,0.45948979780694266,0.5297269804739759,-1.6488029773447586,0.9808825461770364,0.9439534889890243,4,426870
41-9041,Telemarketers,41,Sales and Related,0.2852,1,0.8333333333333333,0.7148,0.2852,0.7148,115130,30670,2,4.055,4.0825,1.318,3.3266666666666667,4.175,11.653825889463395,10.331040257108297,0.4612432296060069,0.34053889905792945,-1.553112881448021,-1.3211593763895202,0.5173867458855547,2,115130
41-3041,Travel Agents,41,Sales and Related,0.4054,1,0.875,0.5946,0.4054,0.5946,37190,46580,3,3.836666666666666,4.03,1.062,3.8833333333333337,3.5650000000000004,10.523822075506256,10.748926543438332,0.23154366392850792,0.22014648361135664,-1.8030788462394984,-0.0179695422586206,-0.5668037261690955,3,37190
43-3011,Bill and Account Collectors,43,Office and Administrative Support,0.2989,1,0.75,0.7011000000000001,0.2989,0.7011000000000001,212900,41280,2,2.766666666666667,3.865,1.252,3.89,3.49,12.268582547911404,10.628133400155445,-0.8941595510711404,-0.15822967922073422,-1.6175572317458238,-0.002362478376814109,-0.70010583338893,2,212900
43-3021,Billing and Posting Clerks,43,Office and Administrative Support,0.1924,0.8571428571428571,0.6428571428571428,0.6647428571428571,0.22446666666666668,0.7755333333333333,429080,42750,3,2.8783333333333334,3.56,1.486,3.69,3.69,12.969400991276377,10.663124474364906,-0.7766796205337941,-0.85765228324369025,-1.3890727170536141,-0.47057439483102964,-0.3446335474693727,3,429080
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43,Office and Administrative Support,0.3104,1,0.4883720930232558,0.6896,0.3104,0.6896,1509370,45140,3,3.63,3.8525,1.568,3.783333333333333,4.06,14.227203565716044,10.717524050371527,0.01411812084446407,-0.18689454004134756,-1.3090054939563438,-0.2520755004857294,0.31299018148180857,3,1509370
43-4011,Brokerage Clerks,43,Office and Administrative Support,0.1744,1,0.8666666666666667,0.8256,0.1744,0.8256,39980,57710,3,3.438333333333334,4.415,1.2879999999999998,3.88,4.235,10.596159620247837,10.963185747705012,-0.18752653604799577,1.1030241968862347,-1.5824057679470225,-0.025773074199525403,0.6240284316614229,3,39980
43-5011,Cargo and Freight Agents,43,Office and Administrative Support,0.0165,0.8484848484848485,0.6423670668953687,0.8319848484848485,0.01944642857142857,0.9805535714285716,85750,48420,2,4,4.01375,2.572,3.89,4.0649999999999995,11.359203026767767,10.78766823049205,0.40337998023686633,0.1828821645445591,-0.3286702257897684,-0.002362478376814109,0.32187698862979736,2,85750
43-4021,Correspondence Clerks,43,Office and Administrative Support,0.2786,0.9642857142857142,0.8928571428571428,0.6856857142857142,0.2889185185185186,0.7110814814814814,7060,41710,2,3.313333333333333,4.0825000000000005,1.782,4.033333333333333,3.58,8.862341963516347,10.638496187190992,-0.3190339209778623,0.3405388990579315,-1.1000495702634683,0.3331893950820395,-0.5401433047251292,2,7060
43-5021,Couriers and Messengers,43,Office and Administrative Support,0.0412,0.3793103448275862,0.3103448275862069,0.3381103448275862,0.10861818181818182,0.8913818181818182,68310,34270,2,2.4916666666666667,3.8975,3.3739999999999997,3.8533333333333335,3.68,11.131826086763818,10.442025614868655,-1.183475797916845,-0.08370104108714115,0.4544262732835315,-0.08820132972675344,-0.36240716176535015,2,68310
43-4031,"Court, Municipal, and License Clerks",43,Office and Administrative Support,0.102,0.9636363636363636,0.8727272727272727,0.8616363636363636,0.10584905660377358,0.8941509433962265,150170,44870,2,3.338333333333334,4.3025,1.73,3.6666666666666665,3.845,11.919529923771819,10.71152469897003,-0.29273244399188836,0.8450404495007187,-1.1508239068617372,-0.5251991184173549,-0.06914252588171496,2,150170
43-4041,"Credit Authorizers, Checkers, and Clerks",43,Office and Administrative Support,0.1296,0.95,0.9,0.8204,0.13642105263157894,0.863578947368421,16820,44540,2,3.7466666666666666,4.43,1.162,4.47,3.955,9.730383384791782,10.704142940811359,0.13685834677900532,1.1374220298709694,-1.7054358912428278,1.3554520793404088,0.12636723137404157,2,16820
43-4051,Customer Service Representatives,43,Office and Administrative Support,0.7011,1,0.8636363636363636,0.29890000000000005,0.7011,0.29890000000000005,2787070,39070,2,3.578333333333333,4.1225000000000005,2.2960000000000003,3.5999999999999996,3.72,14.840501781561192,10.573110188049116,-0.040238264926547126,0.43226645368389294,-0.5981647815805798,-0.6812697572354272,-0.29131270458143854,2,2787070
43-9021,Data Entry Keyers,43,Office and Administrative Support,0.6707,0.9285714285714284,0.7857142857142857,0.2578714285714284,0.7222923076923078,0.2777076923076922,147170,35940,2,3.92,3.57,2.052,3.723333333333333,4.57,11.899350454998157,10.48960616033755,0.31921525388175226,-0.8347203945872004,-0.8364135917724569,-0.39253907542199407,1.219444510576682,2,147170
43-9031,Desktop Publishers,43,Office and Administrative Support,0.464,0.967741935483871,0.935483870967742,0.503741935483871,0.47946666666666665,0.5205333333333333,7600,50930,3,3.49,3.7325,1.65,3.313333333333333,3.3899999999999997,8.936035096566041,10.83820741987865,-0.13317015027698506,-0.462077203919232,-1.228938270859074,-1.3523735041531353,-0.8778419763487098,3,7600
